change_id,change_title,change_category,change_type,site_id,initiating_dept_id,requestor_id,description,business_justification,product_impact,regulatory_impact,regulatory_filing_required,safety_impact,initiation_date,impact_assess_due_date,impact_assess_complete_dt,approval_date,implementation_date,close_date,status,approved_by,linked_capa_id,linked_deviation_id
CHG-0193,Major Material change at Boston R&D Center,Software,Major,SITE-US-02,18,156,Change to improve compliance and quality in Boston R&D Center,Quality improvement and regulatory compliance,False,False,None,False,2024-06-25,2024-07-09,2024-07-02,2024-07-17,2024-09-20,2024-09-27,Closed,125,CAPA-0163,
CHG-0194,Minor Material change at Boston R&D Center,Process,Minor,SITE-US-02,17,128,Change to improve compliance and quality in Boston R&D Center,Quality improvement and regulatory compliance,False,False,None,False,2024-05-26,2024-06-09,2024-06-12,2024-06-26,2024-07-16,2024-07-26,Closed,157,,
CHG-0195,Major Equipment change at Boston R&D Center,Software,Major,SITE-US-02,12,139,Change to improve compliance and quality in Boston R&D Center,Quality improvement and regulatory compliance,False,False,None,False,2024-04-25,2024-05-09,2024-05-14,2024-05-17,2024-08-06,2024-08-13,Closed,153,,
CHG-0196,Major Equipment change at Boston R&D Center,Software,Major,SITE-US-02,17,127,Change to improve compliance and quality in Boston R&D Center,Quality improvement and regulatory compliance,True,False,None,False,2024-05-07,2024-05-21,2024-05-24,2024-06-18,2024-08-19,2024-08-25,Closed,136,,
CHG-0197,Minor Process change at Boston R&D Center,Facility,Minor,SITE-US-02,17,130,Change to improve compliance and quality in Boston R&D Center,Quality improvement and regulatory compliance,False,False,None,False,2024-01-18,2024-02-01,2024-01-27,2024-02-18,2024-03-20,2024-03-26,Closed,145,,
CHG-0198,Emergency Process change at Boston R&D Center,Material,Emergency,SITE-US-02,17,125,Change to improve compliance and quality in Boston R&D Center,Quality improvement and regulatory compliance,True,False,None,False,2024-08-07,2024-08-21,2024-08-15,2024-09-19,2024-08-24,2024-09-08,Closed,142,,
CHG-0199,Emergency Software change at Boston R&D Center,Equipment,Emergency,SITE-US-02,14,125,Change to improve compliance and quality in Boston R&D Center,Quality improvement and regulatory compliance,True,False,None,False,2024-07-20,2024-08-03,2024-08-07,2024-09-02,2024-07-27,2024-08-07,Closed,152,,
CHG-0200,Critical Process change at Dublin Manufacturing,Process,Critical,SITE-EU-01,27,199,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-08-19,2022-09-02,2022-09-09,2022-09-19,2022-12-29,2023-01-11,Closed,208,CAPA-0177,
CHG-0201,Major Equipment change at Dublin Manufacturing,Equipment,Major,SITE-EU-01,21,246,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2022-10-13,2022-10-27,2022-10-25,2022-11-13,2023-01-28,2023-02-05,Closed,279,,
CHG-0202,Minor Facility change at Dublin Manufacturing,Process,Minor,SITE-EU-01,23,196,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2022-10-19,2022-11-02,2022-10-26,2022-11-24,2022-11-26,2022-12-02,Closed,276,,
CHG-0203,Minor Software change at Dublin Manufacturing,Equipment,Minor,SITE-EU-01,23,168,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-09-19,2022-10-03,2022-10-02,2022-10-29,2022-10-25,2022-11-04,Closed,168,CAPA-0112,
CHG-0204,Emergency Labeling change at Dublin Manufacturing,Software,Emergency,SITE-EU-01,21,190,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2022-11-24,2022-12-08,2022-12-01,2023-01-01,2022-12-03,2022-12-14,Closed,186,,
CHG-0205,Major Facility change at Dublin Manufacturing,Facility,Major,SITE-EU-01,26,197,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-06-06,2022-06-20,2022-06-25,2022-06-22,2022-08-23,2022-08-31,Closed,204,,
CHG-0206,Major Software change at Dublin Manufacturing,Facility,Major,SITE-EU-01,27,235,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2022-07-02,2022-07-16,2022-07-09,2022-08-01,2022-09-25,2022-10-07,Closed,240,,
CHG-0207,Minor Software change at Dublin Manufacturing,Facility,Minor,SITE-EU-01,25,176,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-03-14,2022-03-28,2022-03-23,2022-04-22,2022-05-03,2022-05-16,Closed,239,,
CHG-0208,Major Equipment change at Dublin Manufacturing,Software,Major,SITE-EU-01,20,161,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-11-24,2022-12-08,2022-12-08,2023-01-02,2023-02-01,2023-02-16,Closed,230,CAPA-0030,
CHG-0209,Major Facility change at Dublin Manufacturing,Software,Major,SITE-EU-01,19,181,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2022-06-13,2022-06-27,2022-06-24,2022-07-27,2022-09-15,2022-09-21,Closed,279,,
CHG-0210,Major Process change at Dublin Manufacturing,Labeling,Major,SITE-EU-01,26,217,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-11-04,2022-11-18,2022-11-17,2022-11-18,2023-01-31,2023-02-06,Closed,278,,
CHG-0211,Minor Process change at Dublin Manufacturing,Facility,Minor,SITE-EU-01,19,253,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-06-26,2022-07-10,2022-07-04,2022-07-26,2022-08-25,2022-09-04,Closed,162,,
CHG-0212,Critical Software change at Dublin Manufacturing,Material,Critical,SITE-EU-01,26,203,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-06-18,2022-07-02,2022-06-27,2022-07-26,2022-10-13,2022-10-24,Closed,216,,
CHG-0213,Minor Software change at Dublin Manufacturing,Software,Minor,SITE-EU-01,20,240,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2022-12-03,2022-12-17,2022-12-23,2023-01-03,2023-01-19,2023-01-29,Closed,242,CAPA-0069,
CHG-0214,Critical Software change at Dublin Manufacturing,Labeling,Critical,SITE-EU-01,19,193,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-11-07,2022-11-21,2022-11-23,2022-12-12,2023-03-21,2023-04-01,Closed,260,CAPA-0205,
CHG-0215,Minor Equipment change at Dublin Manufacturing,Equipment,Minor,SITE-EU-01,21,264,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2022-11-19,2022-12-03,2022-12-06,2022-12-19,2023-01-03,2023-01-09,Closed,204,CAPA-0104,
CHG-0216,Major Material change at Dublin Manufacturing,Software,Major,SITE-EU-01,25,276,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2022-07-28,2022-08-11,2022-08-14,2022-08-24,2022-11-05,2022-11-16,Closed,255,CAPA-0178,
CHG-0217,Critical Labeling change at Dublin Manufacturing,Software,Critical,SITE-EU-01,26,209,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2022-11-19,2022-12-03,2022-12-10,2022-12-17,2023-03-13,2023-03-20,Closed,220,,
CHG-0218,Major Labeling change at Dublin Manufacturing,Equipment,Major,SITE-EU-01,20,269,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2022-08-23,2022-09-06,2022-09-07,2022-09-10,2022-11-04,2022-11-15,Closed,228,,
CHG-0219,Minor Facility change at Dublin Manufacturing,Equipment,Minor,SITE-EU-01,19,218,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,True,None,False,2022-07-22,2022-08-05,2022-07-31,2022-08-09,2022-08-23,2022-09-04,Closed,164,CAPA-0014,
CHG-0220,Major Material change at Dublin Manufacturing,Facility,Major,SITE-EU-01,24,218,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-02-26,2022-03-12,2022-03-06,2022-03-13,2022-06-06,2022-06-19,Closed,174,,
CHG-0221,Major Software change at Dublin Manufacturing,Labeling,Major,SITE-EU-01,25,177,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-07-08,2022-07-22,2022-07-25,2022-08-18,2022-09-23,2022-09-28,Closed,280,CAPA-0071,
CHG-0222,Major Software change at Dublin Manufacturing,Facility,Major,SITE-EU-01,24,268,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-01-24,2022-02-07,2022-01-31,2022-03-06,2022-05-16,2022-05-22,Closed,276,,
CHG-0223,Major Equipment change at Dublin Manufacturing,Process,Major,SITE-EU-01,23,188,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-02-13,2022-02-27,2022-02-28,2022-03-04,2022-05-29,2022-06-13,Closed,263,,
CHG-0224,Minor Software change at Dublin Manufacturing,Equipment,Minor,SITE-EU-01,25,257,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2022-02-10,2022-02-24,2022-02-22,2022-03-24,2022-03-08,2022-03-18,Closed,245,,
CHG-0225,Minor Equipment change at Dublin Manufacturing,Software,Minor,SITE-EU-01,23,199,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-07-20,2022-08-03,2022-08-06,2022-08-06,2022-09-13,2022-09-28,Closed,252,CAPA-0123,
CHG-0226,Minor Facility change at Dublin Manufacturing,Software,Minor,SITE-EU-01,27,266,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2022-04-09,2022-04-23,2022-04-19,2022-05-09,2022-06-01,2022-06-12,Closed,186,CAPA-0017,
CHG-0227,Minor Material change at Dublin Manufacturing,Software,Minor,SITE-EU-01,19,243,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-06-06,2022-06-20,2022-06-22,2022-06-28,2022-08-05,2022-08-15,Closed,172,,
CHG-0228,Emergency Facility change at Dublin Manufacturing,Facility,Emergency,SITE-EU-01,21,255,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,True,None,False,2022-12-28,2023-01-11,2023-01-16,2023-02-05,2023-01-27,2023-02-05,Closed,170,,
CHG-0229,Minor Material change at Dublin Manufacturing,Software,Minor,SITE-EU-01,21,168,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-01-03,2022-01-17,2022-01-23,2022-01-21,2022-02-16,2022-02-21,Closed,226,CAPA-0125,
CHG-0230,Major Equipment change at Dublin Manufacturing,Facility,Major,SITE-EU-01,26,240,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-01-24,2022-02-07,2022-02-05,2022-02-11,2022-03-31,2022-04-14,Closed,272,,
CHG-0231,Minor Process change at Dublin Manufacturing,Facility,Minor,SITE-EU-01,23,250,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-03-18,2023-04-01,2023-04-08,2023-04-30,2023-05-02,2023-05-13,Closed,230,,
CHG-0232,Emergency Labeling change at Dublin Manufacturing,Equipment,Emergency,SITE-EU-01,27,199,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-10-28,2023-11-11,2023-11-17,2023-11-11,2023-10-31,2023-11-05,Closed,162,CAPA-0094,
CHG-0233,Major Equipment change at Dublin Manufacturing,Labeling,Major,SITE-EU-01,24,195,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2023-12-21,2024-01-04,2023-12-31,2024-01-15,2024-03-29,2024-04-03,Closed,274,,
CHG-0234,Minor Material change at Dublin Manufacturing,Equipment,Minor,SITE-EU-01,22,209,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-10-20,2023-11-03,2023-10-31,2023-11-15,2023-12-02,2023-12-14,Closed,271,,
CHG-0235,Emergency Software change at Dublin Manufacturing,Software,Emergency,SITE-EU-01,28,190,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,True,2023-02-11,2023-02-25,2023-03-03,2023-03-27,2023-03-10,2023-03-17,Closed,272,,
CHG-0236,Minor Software change at Dublin Manufacturing,Equipment,Minor,SITE-EU-01,20,263,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-12-04,2023-12-18,2023-12-25,2024-01-15,2024-01-27,2024-02-10,Closed,200,,
CHG-0237,Major Material change at Dublin Manufacturing,Labeling,Major,SITE-EU-01,26,184,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2023-07-20,2023-08-03,2023-07-31,2023-08-04,2023-10-09,2023-10-23,Closed,178,,
CHG-0238,Major Software change at Dublin Manufacturing,Labeling,Major,SITE-EU-01,19,233,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,True,None,False,2023-03-25,2023-04-08,2023-04-11,2023-04-23,2023-07-06,2023-07-16,Closed,179,CAPA-0079,
CHG-0239,Minor Material change at Dublin Manufacturing,Software,Minor,SITE-EU-01,26,222,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,True,None,False,2023-09-27,2023-10-11,2023-10-06,2023-11-07,2023-10-25,2023-11-07,Closed,206,,
CHG-0240,Major Labeling change at Dublin Manufacturing,Equipment,Major,SITE-EU-01,27,196,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,True,2023-06-27,2023-07-11,2023-07-18,2023-07-29,2023-09-07,2023-09-15,Closed,244,,
CHG-0241,Minor Process change at Dublin Manufacturing,Equipment,Minor,SITE-EU-01,28,197,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-03-09,2023-03-23,2023-03-30,2023-04-07,2023-04-28,2023-05-06,Closed,174,,
CHG-0242,Minor Software change at Dublin Manufacturing,Equipment,Minor,SITE-EU-01,25,242,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2023-09-12,2023-09-26,2023-09-28,2023-10-15,2023-10-22,2023-11-01,Closed,229,,
CHG-0243,Major Material change at Dublin Manufacturing,Equipment,Major,SITE-EU-01,20,198,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-11-07,2023-11-21,2023-11-24,2023-12-12,2024-02-23,2024-03-06,Closed,270,,
CHG-0244,Critical Process change at Dublin Manufacturing,Process,Critical,SITE-EU-01,23,185,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,True,2023-07-01,2023-07-15,2023-07-19,2023-08-01,2023-10-24,2023-11-06,Closed,226,CAPA-0058,
CHG-0245,Emergency Software change at Dublin Manufacturing,Software,Emergency,SITE-EU-01,26,232,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2023-08-06,2023-08-20,2023-08-18,2023-08-23,2023-08-07,2023-08-17,Closed,212,,
CHG-0246,Emergency Process change at Dublin Manufacturing,Facility,Emergency,SITE-EU-01,23,229,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2023-03-18,2023-04-01,2023-04-02,2023-04-25,2023-04-05,2023-04-17,Closed,259,,
CHG-0247,Minor Software change at Dublin Manufacturing,Equipment,Minor,SITE-EU-01,23,223,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-05-05,2023-05-19,2023-05-22,2023-05-20,2023-06-30,2023-07-13,Closed,172,,
CHG-0248,Minor Material change at Dublin Manufacturing,Software,Minor,SITE-EU-01,28,189,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-08-28,2023-09-11,2023-09-09,2023-10-05,2023-10-17,2023-10-24,Closed,259,CAPA-0115,
CHG-0249,Critical Equipment change at Dublin Manufacturing,Process,Critical,SITE-EU-01,22,233,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2023-05-04,2023-05-18,2023-05-12,2023-06-12,2023-08-15,2023-08-27,Closed,186,,
CHG-0250,Major Equipment change at Dublin Manufacturing,Labeling,Major,SITE-EU-01,21,166,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2023-11-27,2023-12-11,2023-12-16,2023-12-30,2024-03-06,2024-03-13,Closed,192,,
CHG-0251,Emergency Facility change at Dublin Manufacturing,Material,Emergency,SITE-EU-01,27,195,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-10-08,2023-10-22,2023-10-15,2023-10-30,2023-10-15,2023-10-30,Closed,223,,
CHG-0252,Minor Labeling change at Dublin Manufacturing,Process,Minor,SITE-EU-01,28,262,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,True,PAS,False,2023-09-28,2023-10-12,2023-10-10,2023-11-02,2023-11-27,2023-12-12,Closed,274,,
CHG-0253,Minor Equipment change at Dublin Manufacturing,Material,Minor,SITE-EU-01,25,234,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-04-02,2023-04-16,2023-04-09,2023-05-11,2023-05-04,2023-05-13,Closed,263,CAPA-0066,
CHG-0254,Minor Process change at Dublin Manufacturing,Software,Minor,SITE-EU-01,20,176,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2023-10-12,2023-10-26,2023-10-20,2023-11-23,2023-12-11,2023-12-20,Closed,272,CAPA-0158,
CHG-0255,Critical Equipment change at Dublin Manufacturing,Equipment,Critical,SITE-EU-01,23,244,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,True,2023-05-04,2023-05-18,2023-05-19,2023-05-18,2023-08-13,2023-08-27,Closed,164,CAPA-0218,
CHG-0256,Minor Process change at Dublin Manufacturing,Equipment,Minor,SITE-EU-01,25,264,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,True,None,False,2023-02-16,2023-03-02,2023-02-27,2023-03-30,2023-04-08,2023-04-22,Closed,180,CAPA-0219,
CHG-0257,Minor Labeling change at Dublin Manufacturing,Facility,Minor,SITE-EU-01,20,222,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-10-02,2023-10-16,2023-10-14,2023-11-09,2023-11-10,2023-11-15,Closed,209,,
CHG-0258,Minor Software change at Dublin Manufacturing,Labeling,Minor,SITE-EU-01,27,169,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2023-08-04,2023-08-18,2023-08-14,2023-08-29,2023-10-13,2023-10-18,Closed,250,CAPA-0180,
CHG-0259,Minor Software change at Dublin Manufacturing,Equipment,Minor,SITE-EU-01,20,275,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-08-22,2023-09-05,2023-09-12,2023-09-10,2023-10-12,2023-10-19,Closed,226,,
CHG-0260,Minor Material change at Dublin Manufacturing,Software,Minor,SITE-EU-01,25,191,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-10-22,2023-11-05,2023-11-09,2023-11-06,2023-12-20,2024-01-02,Closed,250,,
CHG-0261,Minor Process change at Dublin Manufacturing,Software,Minor,SITE-EU-01,25,162,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-09-27,2023-10-11,2023-10-13,2023-10-18,2023-10-21,2023-11-01,Closed,210,,
CHG-0262,Critical Material change at Dublin Manufacturing,Facility,Critical,SITE-EU-01,21,193,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2023-07-11,2023-07-25,2023-07-21,2023-07-30,2023-10-17,2023-11-01,Closed,167,,
CHG-0263,Major Material change at Dublin Manufacturing,Software,Major,SITE-EU-01,24,173,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-05-05,2023-05-19,2023-05-25,2023-06-19,2023-08-18,2023-08-25,Closed,223,,
CHG-0264,Minor Process change at Dublin Manufacturing,Equipment,Minor,SITE-EU-01,22,259,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-05-26,2023-06-09,2023-06-06,2023-07-01,2023-06-21,2023-07-05,Closed,268,,
CHG-0265,Minor Labeling change at Dublin Manufacturing,Facility,Minor,SITE-EU-01,21,246,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2023-03-16,2023-03-30,2023-03-30,2023-04-19,2023-05-05,2023-05-15,Closed,203,,
CHG-0266,Minor Software change at Dublin Manufacturing,Process,Minor,SITE-EU-01,26,210,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2023-07-01,2023-07-15,2023-07-10,2023-08-08,2023-08-26,2023-09-04,Closed,165,,
CHG-0267,Minor Software change at Dublin Manufacturing,Labeling,Minor,SITE-EU-01,19,212,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2024-02-17,2024-03-02,2024-03-07,2024-03-23,2024-04-14,2024-04-28,Closed,266,,
CHG-0268,Minor Facility change at Dublin Manufacturing,Labeling,Minor,SITE-EU-01,20,241,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2024-10-14,2024-10-28,2024-10-29,2024-11-08,2024-12-14,2024-12-22,Closed,274,,
CHG-0269,Emergency Material change at Dublin Manufacturing,Software,Emergency,SITE-EU-01,25,276,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2024-10-14,2024-10-28,2024-10-21,2024-11-18,2024-10-10,2024-10-20,Closed,225,CAPA-0170,
CHG-0270,Major Material change at Dublin Manufacturing,Process,Major,SITE-EU-01,24,222,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2024-08-19,2024-09-02,2024-09-09,2024-09-09,2024-11-03,2024-11-13,Closed,230,,
CHG-0271,Minor Process change at Dublin Manufacturing,Labeling,Minor,SITE-EU-01,19,193,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2024-05-19,2024-06-02,2024-06-07,2024-06-04,2024-06-17,2024-07-01,Closed,220,,
CHG-0272,Major Material change at Dublin Manufacturing,Software,Major,SITE-EU-01,23,275,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,True,2024-11-06,2024-11-20,2024-11-17,2024-11-21,2025-02-05,,Implementation,267,CAPA-0113,
CHG-0273,Major Labeling change at Dublin Manufacturing,Process,Major,SITE-EU-01,27,183,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,True,CBE-30,False,2024-04-28,2024-05-12,2024-05-13,2024-06-04,2024-07-30,2024-08-10,Closed,259,,
CHG-0274,Minor Facility change at Dublin Manufacturing,Labeling,Minor,SITE-EU-01,21,168,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2024-06-13,2024-06-27,2024-06-26,2024-07-10,2024-07-25,2024-08-05,Closed,257,,
CHG-0275,Minor Software change at Dublin Manufacturing,Process,Minor,SITE-EU-01,25,232,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2024-09-02,2024-09-16,2024-09-20,2024-10-05,2024-10-17,2024-10-23,Closed,214,,
CHG-0276,Minor Software change at Dublin Manufacturing,Equipment,Minor,SITE-EU-01,20,233,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2024-11-04,2024-11-18,2024-11-14,2024-11-21,2024-12-06,2024-12-21,Closed,252,,
CHG-0277,Major Facility change at Dublin Manufacturing,Labeling,Major,SITE-EU-01,19,199,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2024-07-17,2024-07-31,2024-08-07,2024-08-07,2024-10-30,2024-11-13,Closed,236,,
CHG-0278,Minor Material change at Dublin Manufacturing,Facility,Minor,SITE-EU-01,28,198,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2024-10-02,2024-10-16,2024-10-13,2024-10-23,2024-11-23,2024-12-02,Closed,202,,
CHG-0279,Minor Material change at Dublin Manufacturing,Software,Minor,SITE-EU-01,24,263,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,True,CBE-30,False,2024-09-16,2024-09-30,2024-10-02,2024-10-11,2024-11-08,2024-11-13,Closed,180,,
CHG-0280,Minor Equipment change at Dublin Manufacturing,Material,Minor,SITE-EU-01,25,188,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2024-02-08,2024-02-22,2024-02-17,2024-02-25,2024-04-11,2024-04-18,Closed,231,,
CHG-0281,Minor Process change at Dublin Manufacturing,Facility,Minor,SITE-EU-01,22,258,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2024-11-07,2024-11-21,2024-11-22,2024-12-10,2025-01-09,,Approval,270,,
CHG-0282,Minor Material change at Dublin Manufacturing,Equipment,Minor,SITE-EU-01,22,173,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2024-07-21,2024-08-04,2024-08-04,2024-08-29,2024-09-23,2024-09-29,Closed,168,,
CHG-0283,Critical Equipment change at Dublin Manufacturing,Equipment,Critical,SITE-EU-01,28,230,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2024-12-14,2024-12-28,2024-12-29,2024-12-30,2025-04-20,,Implementation,220,,
CHG-0284,Minor Labeling change at Dublin Manufacturing,Software,Minor,SITE-EU-01,28,240,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,True,None,False,2024-05-25,2024-06-08,2024-06-08,2024-06-08,2024-07-04,2024-07-13,Closed,212,CAPA-0137,
CHG-0285,Major Facility change at Dublin Manufacturing,Software,Major,SITE-EU-01,27,256,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2024-02-11,2024-02-25,2024-02-19,2024-03-02,2024-05-03,2024-05-14,Closed,256,CAPA-0106,
CHG-0286,Minor Process change at Dublin Manufacturing,Labeling,Minor,SITE-EU-01,22,204,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2024-05-03,2024-05-17,2024-05-17,2024-06-13,2024-06-23,2024-07-01,Closed,264,CAPA-0030,
CHG-0287,Minor Process change at Dublin Manufacturing,Software,Minor,SITE-EU-01,22,268,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2024-10-25,2024-11-08,2024-11-09,2024-12-07,2024-12-27,,Approval,264,CAPA-0022,
CHG-0288,Minor Material change at Dublin Manufacturing,Software,Minor,SITE-EU-01,23,258,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2024-09-24,2024-10-08,2024-10-13,2024-11-02,2024-11-13,2024-11-25,Closed,235,,
